utt_id,label,total_duration_sec,speech_duration_sec,pause_count,avg_pause_duration_sec,hesitation_ratio,pitch_mean_hz,pitch_std_hz,pitch_range_hz,energy_mean,energy_std,jitter,shimmer,hnr,syllable_rate_per_min,estimated_syllable_count,fluency_score_raw,prosodic_score_raw
000050079,Low,4.641,3.84,0,0.0,0.17259211376858438,210.62398786086086,69.9525735607152,231.31228852666885,0.020488491281867027,0.013784490525722504,0.008355699767811935,0.05152578158684622,14.054092655240787,125.0,8,6.0,6.0
000050083,Medium,2.435,1.472,0,0.0,0.3954825462012321,217.1375100336524,66.10481011461152,238.70869899502418,0.05636003986001015,0.07987233996391296,0.01575435245347105,0.08866707334055356,15.003559372368299,163.04,4,7.0,7.0
000050095,Low,2.901,2.272,0,0.0,0.2168217855911755,218.22057801742667,73.44873529387176,254.2887690940689,0.048363637179136276,0.042483851313591,0.014348394515461053,0.06850162884536339,11.67124941066038,132.04,5,6.0,7.0
000050099,Medium,2.85,2.016,0,0.0,0.29263157894736846,232.57722333029645,79.73456310877064,303.4341520036464,0.05468713492155075,0.04963384196162224,0.01629147917739315,0.08435296942886546,11.605939323658761,178.57,6,8.0,6.0
000050100,Medium,2.92,2.24,0,0.0,0.23287671232876703,213.5775562575133,80.46885752827137,279.9618913017433,0.08905733376741409,0.07095181941986084,0.011572579059129711,0.05717852270824838,12.70525522014253,160.71,6,8.0,7.0
000050114,Medium,3.909,3.072,1,0.384,0.21412125863392167,216.61902081848805,67.50452682658829,208.90383020926882,0.015314804390072823,0.01207040622830391,0.01221612277044535,0.06721844508734065,13.108856459333849,136.72,7,8.0,6.0
000050118,Low,3.559,2.688,0,0.0,0.2447316661983703,228.5506896940395,59.67087738559173,206.31683851226978,0.050867561250925064,0.0458848811686039,0.01174911818605819,0.06103347511355965,14.87738915886834,133.93,6,7.0,6.0
000050122,Low,4.654,3.52,0,0.0,0.24366136656639448,223.36298597569487,61.23310063675045,223.56041760796728,0.049259159713983536,0.035193491727113724,0.013001057592954935,0.060946954437380255,15.285608160734443,136.36,8,6.0,5.0
000050174,Low,1.942,1.12,0,0.0,0.423274974253347,202.38401188056483,61.272799252393156,180.72193239565556,0.04091528430581093,0.04430938884615898,0.008331474289911206,0.048360182718709135,18.0490729491158,160.71,3,7.0,6.0
000050175,Medium,1.59,0.672,0,0.0,0.5773584905660377,228.22442218194192,66.21301171204907,266.94842416651977,0.04602951928973198,0.06335941702127457,0.012963363394246731,0.09101640203559971,15.15598489658691,178.57,2,9.0,7.0
000060015,High,3.31,2.336,0,0.0,0.2942598187311179,218.17763735471848,74.14795108302441,246.58654650978536,0.038403335958719254,0.03018943965435028,0.012535638687530876,0.06315886973986665,11.50073180108094,154.11,6,9.0,9.0
000060020,High,3.26,2.304,0,0.0,0.2932515337423313,217.88859488769566,77.50692487041843,243.73939707504707,0.03860841691493988,0.034297168254852295,0.016627927224161156,0.06367853553735991,10.982965617487148,156.25,6,9.0,8.0
000060029,High,3.4,2.496,0,0.0,0.26588235294117646,224.39570344035343,86.87181637570802,276.47854751149816,0.042139939963817596,0.037697579711675644,0.016506934885945117,0.08260899103881517,9.745037292536898,144.23,6,9.0,9.0
000060031,High,3.26,2.176,0,0.0,0.3325153374233128,237.18096065969465,78.84898980716166,278.5695194473561,0.055126890540122986,0.054949965327978134,0.013713607474672665,0.06051198413750799,14.438223441062686,82.72,3,9.0,9.0
000060049,High,3.12,2.176,0,0.0,0.30256410256410254,216.4052692128509,74.14083096851178,263.76599761617575,0.0576862208545208,0.06258596479892731,0.014637886667404464,0.0527645109332314,15.888957995064636,110.29,4,9.0,9.0
000060056,High,2.834,2.048,0,0.0,0.2773465067043049,216.21726515258274,79.58299370179077,249.3738295541485,0.06187406927347183,0.06124125048518181,0.008782711194801458,0.04768152956843531,13.245837511184043,175.78,6,9.0,9.0
000060077,High,3.05,1.984,0,0.0,0.34950819672131145,234.80503208464958,80.49281088055076,265.421992201246,0.0641193613409996,0.05897808074951172,0.017361735324819445,0.06478274775774377,11.79488519044946,151.21,5,9.0,9.0
000060081,High,3.031,1.952,0,0.0,0.3559881227317717,223.68760108559678,74.74757388205633,238.82532635494783,0.0751611515879631,0.06936585158109665,0.01780022349436744,0.06880099029962185,12.744130978460973,122.95,4,10.0,9.0
000060082,High,3.0,1.984,1,0.256,0.33866666666666667,210.52381530026403,90.3230667770324,283.45402631598506,0.045046769082546234,0.046458419412374496,0.014196862969458903,0.06542671502772102,10.769456684860192,120.97,4,9.0,9.0
000060083,High,2.82,1.856,0,0.0,0.3418439716312056,230.74158491557037,78.73085883304786,263.81659400557555,0.06893684715032578,0.06822717934846878,0.013409489217501402,0.05609207270876094,13.764688302342574,161.64,5,9.0,9.0
000060094,High,3.18,2.112,0,0.0,0.33584905660377357,231.53163131047265,88.02775435380838,269.8851121966208,0.06998459994792938,0.06216549873352051,0.01719000620645444,0.09303109431806951,9.519361595773468,170.45,6,9.0,9.0
000060102,High,3.037,1.888,1,0.384,0.37833388212051366,243.91852480362343,77.21734200932958,246.04650861565023,0.06290450692176819,0.06854207813739777,0.01836487785138742,0.06570991739011717,16.017410278072372,158.9,5,10.0,9.0
000060106,High,3.23,2.144,0,0.0,0.33622291021671824,192.590351678995,80.31309091125947,253.2637455518746,0.07247044146060944,0.06128813698887825,0.016619366992710813,0.07216728477072944,10.017553478838506,139.93,5,10.0,9.0
000060111,High,3.27,2.208,0,0.0,0.3247706422018348,200.57916662709624,82.07645905246254,268.1373833237981,0.07065810263156891,0.07095438987016678,0.021681710427071232,0.07943162740334185,10.265331766636896,135.87,5,9.0,8.0
000060113,High,2.44,1.408,0,0.0,0.42295081967213116,252.62615913149986,75.3836414182632,220.32626718351867,0.07438361644744873,0.07850302010774612,0.03213501977089267,0.09039869335481125,10.182368138011103,213.07,5,9.0,8.0
000060116,High,3.08,1.984,0,0.0,0.35584415584415585,209.30035332858915,75.77278443866277,252.36986936323638,0.06750199943780899,0.07094334810972214,0.023815825266500116,0.09912720047678994,11.480028115425743,181.45,6,10.0,9.0
000060124,High,3.579,2.464,0,0.0,0.31153953618329144,226.20322026062692,88.7138334900423,283.93106832154285,0.09829572588205338,0.07992644608020782,0.012789240108450122,0.06468425415471009,11.145870301289058,194.81,8,8.0,9.0
000060130,High,3.0,1.792,0,0.0,0.4026666666666667,243.14194161056025,88.85098166897596,287.30009733228246,0.04671411216259003,0.04800272732973099,0.025417041896810516,0.07159879122274167,11.273970537780942,133.93,4,9.0,9.0
000060136,High,2.59,1.536,0,0.0,0.4069498069498069,237.88333936819788,77.58465230540644,237.66906987762533,0.058058980852365494,0.05985786393284798,0.015350278858705688,0.05030852621883884,11.411216172281605,156.25,4,9.0,8.0
000060153,High,3.12,2.048,0,0.0,0.3435897435897436,193.37367595157804,59.466482180991264,145.94772884154065,0.04001981019973755,0.04069661721587181,0.017216575398264655,0.08003840814692768,11.76151379741379,146.48,5,9.0,8.0
000260001,Medium,2.382,1.472,0,0.0,0.38203190596137704,206.6718413952855,74.48313899572351,238.16548231801494,0.029553864151239395,0.030805980786681175,0.019179041616297802,0.07037180921741845,12.85017554815254,163.04,4,8.0,8.0
000260011,High,3.181,2.24,0,0.0,0.29581892486639416,213.9621041445822,78.21715038502174,227.84830194614852,0.03828349709510803,0.03659287840127945,0.01496090460261136,0.06054678784046268,18.44512962558589,160.71,6,8.0,9.0
000260015,High,3.22,2.336,0,0.0,0.2745341614906833,214.36551811714926,86.43234096920165,244.2189518761881,0.033433087170124054,0.02783001773059368,0.018410480937667173,0.06862396722707947,11.234985262583969,179.79,7,9.0,9.0
000260032,High,2.93,2.048,0,0.0,0.301023890784983,222.49430193106775,71.14509680009014,205.57696261775124,0.04997250810265541,0.045872993767261505,0.013923246300694829,0.06115789950302949,19.620512701942868,117.19,4,9.0,9.0
000260033,High,2.89,1.984,0,0.0,0.31349480968858134,213.48921758009982,74.78489264437947,215.80027726307998,0.03950704634189606,0.036177847534418106,0.011555086881988683,0.05784582650552568,17.83567949611774,120.97,4,9.0,9.0
000260039,High,2.955,2.08,0,0.0,0.2961082910321489,203.58651396015975,69.91038194480166,214.63622188246404,0.034159548580646515,0.031631242483854294,0.01727655824546707,0.07168362873367627,12.513276097538286,144.23,5,9.0,9.0
000260048,High,2.552,1.856,0,0.0,0.2727272727272727,228.1603570008029,77.52234880069456,216.85844841619394,0.04280218109488487,0.04097500443458557,0.01266771660104495,0.04275895803902592,14.42959390344804,129.31,4,9.0,9.0
000260050,High,2.57,1.76,0,0.0,0.3151750972762645,232.57075300590432,78.90588545230479,239.31398578147156,0.047043874859809875,0.0420636422932148,0.014385138076370766,0.05473468859052986,15.51581927151338,170.45,5,9.0,9.0
000260052,High,3.48,2.496,0,0.0,0.2827586206896552,201.36288017098016,82.45717674334418,246.99809868920448,0.03930741176009178,0.0345025472342968,0.023179934433396856,0.07309773069936625,9.166521025035435,144.23,6,9.0,9.0
000260069,Medium,3.35,2.464,0,0.0,0.26447761194029856,212.2382374130887,92.11294364244071,281.6452854273235,0.047045473009347916,0.03949009254574776,0.018527692662989766,0.0615428123775542,11.767522128220822,146.1,6,8.0,8.0
000260075,High,2.41,1.696,0,0.0,0.29626556016597516,203.62727845325898,77.4695811302576,227.37593520973647,0.015232563018798828,0.014397614635527134,0.026636158237043864,0.10906730615230079,11.100252146150627,141.51,4,9.0,8.0
000260091,High,3.3,2.464,0,0.0,0.2533333333333333,210.79655680069956,74.64237172318384,241.0035149248084,0.02494327910244465,0.02154550887644291,0.014317210407005164,0.08565586106903281,13.808755475902283,146.1,6,9.0,8.0
000260095,High,3.2,2.336,0,0.0,0.2700000000000001,206.85560512425604,78.20421040656001,239.31252913791633,0.03251048922538757,0.030869606882333755,0.02082944203844585,0.07261145345717192,13.601316130207211,128.42,5,9.0,9.0
000260096,High,3.39,2.496,0,0.0,0.26371681415929205,207.28858007651485,81.80298776259103,242.32157507732006,0.016217634081840515,0.013751856051385403,0.017143734380939364,0.09286814325366645,12.119010849020098,144.23,6,9.0,9.0
000260112,High,3.88,2.88,0,0.0,0.2577319587628866,226.64566810507176,81.57416691390102,259.2088920704332,0.022855542600154877,0.017539769411087036,0.015602533814393122,0.09376256904254278,13.60072205872856,166.67,8,9.0,9.0
000260115,Medium,4.18,2.88,1,0.384,0.3110047846889952,221.45012503462226,81.65715024433169,268.86532715420464,0.01783227175474167,0.01636701449751854,0.01819502436859122,0.09275801270688572,11.140811693037325,166.67,8,8.0,8.0
000260121,High,3.82,2.88,0,0.0,0.24607329842931938,213.56673076481883,71.29497339380003,248.1902704514833,0.028941424563527107,0.02348359115421772,0.017137007222901724,0.08963769989088206,12.22656546949913,145.83,7,9.0,9.0
000260126,High,2.38,1.504,0,0.0,0.36806722689075627,214.1658326672839,80.41910294114231,256.56201776786554,0.01723567396402359,0.01747041754424572,0.017947636673451103,0.08535919149737108,13.804206621908692,119.68,3,9.0,9.0
000260133,High,2.65,1.952,0,0.0,0.2633962264150943,210.63610552386413,85.20844520426003,256.78463071469326,0.02085103839635849,0.017391949892044067,0.021276691372743652,0.08202322490861055,9.89390410058637,122.95,4,9.0,9.0
000260166,High,2.56,1.696,0,0.0,0.3375,226.04739191025803,92.39514033378383,266.65865504599867,0.021305959671735764,0.022598059847950935,0.021313816072032307,0.09682735185810268,11.419516294433263,141.51,4,9.0,9.0
000360013,High,3.3,2.144,0,0.0,0.3503030303030302,177.28806886762,76.69293285607252,226.48456815936106,0.05706800892949104,0.058360129594802856,0.021529967492186428,0.08946904161330388,10.185797170018507,195.9,7,9.0,9.0
000360034,High,4.22,3.2,0,0.0,0.24170616113744067,189.49390549856366,75.78119980542284,212.38010489228367,0.07868991047143936,0.06521891802549362,0.010534564693608028,0.06092957519941977,15.623582792381672,187.5,10,9.0,8.0
000360036,High,2.957,1.792,0,0.0,0.3939803855258708,187.1336191335683,69.6341667970936,202.08205675889184,0.061449721455574036,0.06610318273305893,0.012916540894628466,0.06691928516635474,16.48007928715186,167.41,5,9.0,8.0
000360132,High,3.28,2.432,0,0.0,0.2585365853658536,201.501886141766,61.082968310695634,187.1942729736321,0.07867035269737244,0.06644906103610992,0.012464971349043666,0.06178498291926263,17.07515740275023,148.03,6,9.0,8.0
000360133,High,4.519,3.264,0,0.0,0.2777163089179023,197.31653675488167,66.28440913921088,195.48580278118953,0.07072605937719345,0.06030940264463425,0.013698755569807099,0.05393483445198021,17.017780602718947,165.44,9,9.0,8.0
000360161,High,3.089,2.144,0,0.0,0.30592424732923273,191.83709747122765,75.14635226750181,232.23433621712522,0.05822728946805,0.06013663485646248,0.010647711993072378,0.051324053501009125,14.104659747558077,139.93,5,9.0,8.0
000360190,Medium,3.78,3.168,0,0.0,0.16190476190476183,206.354452035297,65.77312351107803,209.63311447022667,0.09058526158332825,0.06775877624750137,0.011433802906420518,0.04373954061988487,20.782607099716557,113.64,6,8.0,7.0
000360210,High,3.268,2.464,0,0.0,0.24602203182374538,198.92927070963083,61.209724690888045,200.3087734644929,0.0738944262266159,0.05626474693417549,0.016016546293531872,0.06689011675225387,17.47612232978398,170.45,7,9.0,8.0
000360223,Medium,4.021,3.072,0,0.0,0.23601094255160404,191.92915019891998,71.70857893474167,228.31897586201183,0.05034632980823517,0.04252195730805397,0.016117050817805078,0.07134236854358574,17.054713515248455,156.25,8,8.0,8.0
000360241,Medium,3.24,2.208,0,0.0,0.3185185185185185,181.5791301429594,75.70897159461349,206.54997123632938,0.05049711465835571,0.04578480124473572,0.017107824848090425,0.06747363917083923,14.993755578941418,190.22,7,8.0,8.0
000360264,Medium,4.556,3.424,0,0.0,0.24846356453028975,192.52707779510274,71.64688598950077,225.01883246807586,0.05449412390589714,0.046036384999752045,0.018410953281046173,0.06730568677204221,14.820169936120996,157.71,9,8.0,8.0
000360283,High,2.59,1.728,0,0.0,0.3328185328185328,197.55459284489154,90.77909496995464,273.67503652177265,0.05002359673380852,0.047418124973773956,0.019177388571622028,0.06977313434491353,13.29928449798292,173.61,5,9.0,8.0
000360313,High,3.53,2.432,0,0.0,0.3110481586402266,190.0255565306575,76.34575692251258,244.89242564776293,0.049186039716005325,0.05204153060913086,0.02820779111126247,0.06674889798529011,13.275363561574537,148.03,6,9.0,8.0
000360314,High,2.64,1.632,0,0.0,0.3818181818181819,171.50109413351933,72.30091122107326,186.8097833079048,0.04451257362961769,0.049343615770339966,0.01468813752703636,0.0546051783447028,15.198425933095523,147.06,4,9.0,8.0
000360332,High,4.16,3.168,0,0.0,0.23846153846153845,186.98085241953424,77.05234858590406,222.55242914091625,0.054045792669057846,0.044270988553762436,0.01428320749026811,0.05833888809177952,14.889589539305632,170.45,9,9.0,8.0
000360334,High,3.057,2.048,0,0.0,0.33006215243702974,181.14796609543237,71.61038169667714,201.69919922569892,0.05223119258880615,0.04953619837760925,0.019448956291042277,0.06980256858499623,13.79014367873889,175.78,6,9.0,8.0
000360339,High,3.8,3.04,0,0.0,0.19999999999999996,188.34498440104605,72.44427411222293,211.25869547720356,0.0641946941614151,0.0515589639544487,0.017012274061510544,0.0625209049962529,13.841946349491241,138.16,7,9.0,8.0
000360343,High,4.0,2.976,0,0.0,0.256,201.00049005325286,71.1351019569024,212.86690965755207,0.06374727934598923,0.050506629049777985,0.01870459622314386,0.0721654894063258,15.522498160899428,120.97,6,9.0,8.0
000360360,High,3.87,2.912,0,0.0,0.24754521963824294,197.19193855382434,64.1703626703247,239.82436657353648,0.0593513660132885,0.04732021689414978,0.015179407515260555,0.05214167289115159,17.43224865286563,164.84,8,9.0,8.0
000360378,High,2.26,1.248,0,0.0,0.447787610619469,194.87707312422143,60.90329512654278,193.24501031156726,0.051713619381189346,0.05153743922710419,0.01248283431095431,0.05490053350286215,20.3816004378483,144.23,3,9.0,8.0
000480010,Medium,2.178,1.056,0,0.0,0.5151515151515151,238.8447214026679,116.38581789081778,321.0315495859246,0.019602486863732338,0.024203501641750336,0.02466106492852063,0.09977477998153421,7.146978488130555,170.45,3,8.0,7.0
000480014,Medium,2.306,1.952,0,0.0,0.1535125758889853,209.0949231865909,75.93746787454879,220.5552292092687,0.045027956366539,0.04170463606715202,0.01902241905326285,0.09394433877038379,9.576826920782876,122.95,4,8.0,7.0
000480015,Medium,2.666,2.208,0,0.0,0.17179294823705918,224.86577006170185,65.75806636955578,210.962933728929,0.05150942504405975,0.04623318091034889,0.018527221239587815,0.08157831027184659,10.588361179669645,81.52,3,8.0,7.0
000480016,Medium,2.416,1.76,0,0.0,0.271523178807947,225.79478886264823,84.0347526762084,284.4440874234334,0.045719344168901443,0.0477159209549427,0.02122082762364138,0.10400111935854217,11.781307186091269,136.36,4,8.0,7.0
000480019,Medium,2.31,1.408,0,0.0,0.39047619047619053,262.0411680887323,101.22131869851239,316.50341142304626,0.029184939339756966,0.031086958944797516,0.01895448133808362,0.12043906906012071,8.685378608534343,85.23,2,8.0,7.0
000480023,Medium,2.22,1.408,0,0.0,0.36576576576576586,261.7813806124096,102.81858634951494,311.5703928728367,0.03783882036805153,0.04282180219888687,0.01893841856612366,0.0853994459911081,9.751098035237948,127.84,3,8.0,8.0
000480033,Medium,2.43,1.312,0,0.0,0.460082304526749,309.29833566502475,89.7801386610146,306.3721231574722,0.029146887362003326,0.03270217031240463,0.01453203468831625,0.07209586692721551,13.096278311612421,137.2,3,7.0,7.0
000480045,Medium,2.383,1.632,0,0.0,0.3151489718841797,231.76682316627227,111.27440230262461,317.5594588748222,0.021780550479888916,0.024995435029268265,0.018412404843560055,0.12272048671109516,9.090564822413938,73.53,2,8.0,8.0
000480068,Medium,2.03,1.6,0,0.0,0.21182266009852205,208.23071420701166,92.78069904518686,274.4045905935758,0.07097473740577698,0.07181773334741592,0.01332428842446079,0.0684699610518469,9.028619527048619,75.0,2,7.0,8.0
000480081,Medium,2.64,1.536,0,0.0,0.4181818181818182,318.39183896542636,78.87151766068496,231.0022007304801,0.017208831384778023,0.01717074029147625,0.021845355211259566,0.10318041412226137,11.961673076559105,156.25,4,8.0,8.0
000480089,Medium,2.398,1.344,0,0.0,0.4395329441201001,290.38031391824603,87.2108486294304,281.92422515191345,0.04905261844396591,0.05686002969741821,0.018898751029430703,0.07699109638273584,13.147947108099517,89.29,2,8.0,7.0
000480090,Medium,1.91,0.8,0,0.0,0.581151832460733,280.5888768341128,104.21316283788434,319.65615565675046,0.03081987425684929,0.041323717683553696,0.01658895949782903,0.08286907123191158,8.018402241963434,150.0,2,7.0,7.0
000480108,Medium,2.45,1.568,1,0.288,0.36000000000000004,235.27074891824142,95.40217412483993,324.1845745694295,0.031884703785181046,0.03907740116119385,0.020489637532006694,0.11599584623670776,11.46776367627147,114.8,3,8.0,7.0
000480119,Medium,2.602,1.536,0,0.0,0.40968485780169095,256.74266185257807,93.92750783623663,320.7520712139215,0.05370404198765755,0.053261227905750275,0.013755683548238775,0.062455822292363905,15.633289097219459,156.25,4,8.0,8.0
000480125,Low,3.089,1.92,0,0.0,0.3784396244739398,226.86682187491664,88.8913432640948,298.16658325829695,0.07753865420818329,0.08422031998634338,0.012386406387360544,0.06284923455800297,15.407362214603214,125.0,4,6.0,6.0
000480134,Medium,2.347,1.504,0,0.0,0.3591819343843204,283.9243591175249,91.79990188375358,306.84367148728137,0.03932624310255051,0.04408429190516472,0.017904865762777816,0.08944337099255896,13.190940990672095,159.57,4,8.0,7.0
000480136,Medium,2.589,1.92,0,0.0,0.25840092699884126,234.1186370998521,92.16456927598499,321.557578162093,0.06263965368270874,0.06154583767056465,0.015881996992085343,0.06887127273521809,13.767774437390676,93.75,3,7.0,7.0
000480151,Medium,2.4,1.184,0,0.0,0.5066666666666667,242.2143125401929,103.9531920565981,322.187767468954,0.04328552633523941,0.0605301596224308,0.019497282912790875,0.09704184944121501,12.060357150445737,152.03,3,7.0,8.0
000480158,Medium,2.43,1.312,0,0.0,0.460082304526749,241.7209906450795,104.04341101549433,319.5027617803176,0.057124778628349304,0.059615425765514374,0.02299142697490567,0.08727305240831887,10.81704343491161,182.93,4,7.0,7.0
000480159,Medium,2.437,1.824,0,0.0,0.2515387771850635,275.7254528794573,94.73219676289784,309.335196693143,0.06060509756207466,0.055180978029966354,0.016533240537056886,0.10022999026790484,12.480139026255646,131.58,4,8.0,7.0
000530003,High,3.66,2.496,0,0.0,0.31803278688524594,245.05776227367693,81.9925388797319,257.4897022371723,0.06599469482898712,0.061976756900548935,0.01876369684091272,0.08223259177432063,13.990199046080122,120.19,5,9.0,8.0
000530006,High,3.84,2.688,0,0.0,0.29999999999999993,270.3358039554983,96.02644855329083,314.7055506736659,0.06842754781246185,0.06497170031070709,0.014665470413726636,0.0678663859952818,12.374402782461859,133.93,6,9.0,8.0
000530019,High,3.65,2.56,0,0.0,0.29863013698630136,267.7555622053637,80.6368279454352,255.2139637596604,0.0407240130007267,0.04016150161623955,0.017534304622653023,0.07659470900393027,13.183702695363367,140.62,6,9.0,8.0
